task_id_list	courier_id	total_score	willingness
T0014,T0029	C036	75.256	0.0971
T0014,T0029	C037	82.253	0.1326
T0014,T0029	C038	86.701	0.0292
T0014,T0029	C039	94.421	0.0673
T0014,T0029	C040	95.221	0.0862
T0014,T0029	C041	81.641	0.0498
T0014,T0029	C042	89.882	0.0944
T0014,T0029	C043	65.551	0.0764
T0014,T0029	C044	73.158	0.0847
T0014,T0029	C045	76.372	0.0377
T0014,T0029	C046	91.719	0.0451
T0014,T0029	C047	89.374	0.0791
T0014,T0029	C048	71.971	0.0773
T0014,T0029	C049	80.351	0.0678
T0014,T0029	C050	88.598	0.1228
T0014,T0029	C051	80.123	0.1053
T0014,T0029	C052	83.706	0.0819
T0014,T0029	C053	81.379	0.0537
T0014,T0029	C054	89.776	0.1329
T0014,T0029	C055	79.628	0.1076
T0014,T0029	C056	91.288	0.0660
T0014,T0029	C057	85.032	0.0775
T0014,T0029	C058	84.644	0.0797
T0014,T0029	C059	91.786	0.0959
T0014,T0029	C060	77.930	0.1462
T0014,T0029	C061	89.927	0.0693
T0014,T0029	C062	93.080	0.0592
T0014,T0029	C063	89.560	0.1133
T0014,T0029	C064	89.179	0.0524
T0014,T0029	C065	96.183	0.0892
T0014,T0029	C066	79.109	0.0756
T0014,T0029	C067	82.868	0.0686
T0014,T0029	C068	84.564	0.0336
T0014,T0029	C069	99.838	0.1237
T0015,T0016	C000	90.626	0.0510
T0015,T0016	C001	73.009	0.0939
T0015,T0016	C002	69.786	0.0885
T0015,T0016	C003	81.308	0.0670
T0015,T0016	C004	72.162	0.0688
T0015,T0016	C005	88.456	0.0693
T0015,T0016	C006	88.998	0.0805
T0015,T0016	C007	83.008	0.0951
T0015,T0016	C008	82.653	0.0668
T0015,T0016	C009	87.349	0.0606
T0015,T0016	C010	75.409	0.0597
T0015,T0016	C011	77.552	0.1036
T0015,T0016	C012	85.298	0.0716
T0015,T0016	C013	83.165	0.0918
T0015,T0016	C014	68.885	0.0658
T0015,T0016	C015	87.759	0.0595
T0015,T0016	C016	59.908	0.0853
T0015,T0016	C017	89.032	0.0381
T0015,T0016	C018	81.394	0.0809
T0015,T0016	C019	75.865	0.0678
T0015,T0016	C020	70.002	0.0786
T0015,T0016	C021	70.162	0.0769
T0015,T0016	C022	83.040	0.1024
T0015,T0016	C023	81.736	0.0971
T0015,T0016	C024	77.749	0.0951
T0015,T0016	C025	65.769	0.1429
T0015,T0016	C026	84.271	0.0676
T0015,T0016	C027	67.290	0.0928
T0015,T0016	C028	75.958	0.0940
T0015,T0016	C029	75.298	0.1170
T0015,T0016	C030	71.501	0.0912
T0015,T0016	C031	71.242	0.1246
T0015,T0016	C032	70.687	0.0816
T0015,T0016	C033	75.417	0.0606
T0015,T0016	C034	65.134	0.0800
T0015,T0016	C035	83.804	0.0423
T0015,T0016	C036	62.664	0.1148
T0015,T0016	C037	73.607	0.1082
T0015,T0016	C038	89.494	0.0672
T0015,T0016	C039	90.328	0.0554
T0015,T0016	C040	65.261	0.0605
T0015,T0016	C041	84.463	0.0540
T0015,T0016	C042	69.781	0.1257
T0015,T0016	C043	76.804	0.1259
T0015,T0016	C044	86.033	0.0676
T0015,T0016	C045	77.881	0.0826
T0015,T0016	C046	82.650	0.1089
T0015,T0016	C047	85.216	0.0960
T0015,T0016	C048	80.861	0.0691
T0015,T0016	C049	85.914	0.0836
T0015,T0016	C050	82.587	0.0654
T0015,T0016	C051	68.568	0.0883
T0015,T0016	C052	61.213	0.0586
T0015,T0016	C053	93.275	0.0862
T0015,T0016	C054	72.787	0.1205
T0015,T0016	C055	96.772	0.1316
T0015,T0016	C056	83.911	0.0919
T0015,T0016	C057	80.541	0.0765
T0015,T0016	C058	82.974	0.0763
T0015,T0016	C059	86.088	0.0697
T0015,T0016	C060	88.196	0.1219
T0015,T0016	C061	79.163	0.0903
T0015,T0016	C062	77.079	0.0871
T0015,T0016	C063	70.579	0.1348
T0015,T0016	C064	81.841	0.1064
T0015,T0016	C065	66.426	0.0781
T0015,T0016	C066	84.936	0.0654
T0015,T0016	C067	67.859	0.0619
T0015,T0016	C068	86.166	0.0711
T0015,T0016	C069	73.059	0.1094
T0015,T0017	C000	86.555	0.0566
T0015,T0017	C001	90.548	0.0618
T0015,T0017	C002	100.511	0.0382
T0015,T0017	C003	108.508	0.0487
T0015,T0017	C004	97.684	0.0849
T0015,T0017	C005	81.771	0.1095
T0015,T0017	C006	110.154	0.0706
T0015,T0017	C007	96.503	0.0567
T0015,T0017	C008	90.565	0.0937
T0015,T0017	C009	89.859	0.0677
T0015,T0017	C010	96.701	0.0691
T0015,T0017	C011	89.546	0.0849
T0015,T0017	C012	105.827	0.0393
T0015,T0017	C013	104.873	0.0378
T0015,T0017	C014	83.828	0.0721
T0015,T0017	C015	98.012	0.0526
T0015,T0017	C016	92.888	0.0848
T0015,T0017	C017	100.636	0.0542
T0015,T0017	C018	102.495	0.0502
T0015,T0017	C019	108.381	0.0350
T0015,T0017	C020	95.886	0.1077
T0015,T0017	C021	97.360	0.0721
T0015,T0017	C022	95.053	0.0362
T0015,T0017	C023	118.491	0.0838
T0015,T0017	C024	100.790	0.0796
T0015,T0017	C025	103.419	0.1036
T0015,T0017	C026	97.251	0.0594
T0015,T0017	C027	91.401	0.0380
T0015,T0017	C028	92.992	0.1050
T0015,T0017	C029	92.489	0.0768
T0015,T0017	C030	95.689	0.1192
T0015,T0017	C031	89.590	0.0934
T0015,T0017	C032	83.115	0.1159
T0015,T0017	C033	87.307	0.0506
T0015,T0017	C034	86.995	0.0472
T0015,T0017	C035	92.633	0.0934
T0015,T0017	C036	93.696	0.0424
T0015,T0017	C037	89.202	0.1175
T0015,T0017	C038	105.031	0.0816
T0015,T0017	C039	98.864	0.1095
T0015,T0017	C040	87.977	0.0541
T0015,T0017	C041	94.388	0.0937
T0015,T0017	C042	103.824	0.0457
T0015,T0017	C043	80.370	0.0811
T0015,T0017	C044	104.491	0.0673
T0015,T0017	C045	100.318	0.1234
T0015,T0017	C046	85.437	0.0974
T0015,T0017	C047	96.274	0.0678
T0015,T0017	C048	82.510	0.0605
T0015,T0017	C049	98.514	0.0594
T0015,T0017	C050	89.722	0.0916
T0015,T0017	C051	95.313	0.0310
T0015,T0017	C052	101.355	0.0322
T0015,T0017	C053	95.142	0.1116
T0015,T0017	C054	94.564	0.0990
T0015,T0017	C055	99.846	0.0907
T0015,T0017	C056	105.565	0.0846
T0015,T0017	C057	88.694	0.0455
T0015,T0017	C058	97.923	0.0713
T0015,T0017	C059	114.842	0.0666
T0015,T0017	C060	110.284	0.0733
T0015,T0017	C061	98.597	0.0814
T0015,T0017	C062	87.212	0.0873
T0015,T0017	C063	109.260	0.1174
T0015,T0017	C064	91.053	0.0723
T0015,T0017	C065	98.773	0.0967
T0015,T0017	C066	108.933	0.0503
T0015,T0017	C067	99.066	0.0531
T0015,T0017	C068	116.396	0.1055
T0015,T0017	C069	99.199	0.0917
T0015,T0018	C000	79.555	0.0795
T0015,T0018	C001	73.314	0.0595
T0015,T0018	C002	86.869	0.0582
T0015,T0018	C003	82.380	0.0484
T0015,T0018	C004	82.408	0.0691
T0015,T0018	C005	79.921	0.0787
T0015,T0018	C006	80.564	0.0452
T0015,T0018	C007	89.289	0.0682
T0015,T0018	C008	80.931	0.0703
T0015,T0018	C009	64.394	0.0725
T0015,T0018	C010	71.350	0.0836
T0015,T0018	C011	65.994	0.0958
T0015,T0018	C012	79.739	0.0560
T0015,T0018	C013	73.044	0.0705
T0015,T0018	C014	80.096	0.0815
T0015,T0018	C015	81.068	0.0906
T0015,T0018	C016	66.416	0.0982
T0015,T0018	C017	82.567	0.0688
T0015,T0018	C018	73.710	0.0589
T0015,T0018	C019	72.660	0.0377
T0015,T0018	C020	73.920	0.0386
T0015,T0018	C021	82.478	0.0921
T0015,T0018	C022	94.478	0.0518
T0015,T0018	C023	86.918	0.0607
T0015,T0018	C024	87.942	0.0753
T0015,T0018	C025	75.411	0.0742
T0015,T0018	C026	90.413	0.0873
T0015,T0018	C027	75.762	0.1132
T0015,T0018	C028	82.143	0.0577
T0015,T0018	C029	86.490	0.0319
T0015,T0018	C030	63.490	0.1365
T0015,T0018	C031	70.349	0.0719
T0015,T0018	C032	84.555	0.0692
T0015,T0018	C033	76.050	0.0616
T0015,T0018	C034	62.968	0.0822
T0015,T0018	C035	80.713	0.0964
T0015,T0018	C036	68.567	0.0641
T0015,T0018	C037	76.484	0.0686
T0015,T0018	C038	79.930	0.0529
T0015,T0018	C039	88.838	0.0611
T0015,T0018	C040	78.332	0.0781
T0015,T0018	C041	66.928	0.0792
T0015,T0018	C042	73.175	0.0594
T0015,T0018	C043	81.557	0.0876
T0015,T0018	C044	71.934	0.0799
T0015,T0018	C045	87.162	0.1274
T0015,T0018	C046	71.909	0.0849
T0015,T0018	C047	79.932	0.1307
T0015,T0018	C048	81.956	0.0661
T0015,T0018	C049	82.253	0.1177
T0015,T0018	C050	88.214	0.0935
T0015,T0018	C051	82.491	0.0889
T0015,T0018	C052	78.611	0.0433
T0015,T0018	C053	78.800	0.0948
T0015,T0018	C054	77.673	0.1359
T0015,T0018	C055	92.210	0.0639
T0015,T0018	C056	82.357	0.0996
T0015,T0018	C057	72.134	0.1014
T0015,T0018	C058	61.260	0.0731
T0015,T0018	C059	86.513	0.0260
T0015,T0018	C060	82.496	0.0776
T0015,T0018	C061	82.542	0.0845
T0015,T0018	C062	68.206	0.1013
T0015,T0018	C063	62.206	0.1188
T0015,T0018	C064	84.467	0.0501
T0015,T0018	C065	67.450	0.0864
T0015,T0018	C066	89.545	0.1153
T0015,T0018	C067	64.389	0.1062
T0015,T0018	C068	80.123	0.0654
T0015,T0018	C069	90.879	0.0687
T0015,T0019	C000	89.324	0.0353
T0015,T0019	C001	86.643	0.0875
T0015,T0019	C002	90.965	0.0755
T0015,T0019	C003	94.149	0.1035
T0015,T0019	C004	96.323	0.0513
T0015,T0019	C005	102.318	0.0954
T0015,T0019	C006	102.021	0.0535
T0015,T0019	C007	93.560	0.0886
T0015,T0019	C008	89.451	0.0348
T0015,T0019	C009	94.165	0.0716
T0015,T0019	C010	99.076	0.1051
T0015,T0019	C011	96.299	0.1033
T0015,T0019	C012	96.293	0.0590
T0015,T0019	C013	95.708	0.0819
T0015,T0019	C014	85.369	0.0573
T0015,T0019	C015	84.979	0.0823
T0015,T0019	C016	85.392	0.0859
T0015,T0019	C017	96.998	0.0508
T0015,T0019	C018	75.902	0.0615
T0015,T0019	C019	98.526	0.0377
T0015,T0019	C020	98.575	0.0847
T0015,T0019	C021	100.643	0.0515
T0015,T0019	C022	103.818	0.0332
T0015,T0019	C023	86.347	0.0394
T0015,T0019	C024	92.092	0.0412
T0015,T0019	C025	106.442	0.0573
T0015,T0019	C026	104.476	0.0802
T0015,T0019	C027	95.941	0.0799
T0015,T0019	C028	99.850	0.0644
T0015,T0019	C029	100.209	0.0555
T0015,T0019	C030	89.448	0.0675
T0015,T0019	C031	89.541	0.0811
T0015,T0019	C032	85.535	0.0727
T0015,T0019	C033	86.813	0.0852
T0015,T0019	C034	98.196	0.0844
T0015,T0019	C035	89.450	0.0997
T0015,T0019	C036	84.900	0.0612
T0015,T0019	C037	93.443	0.0612
T0015,T0019	C038	89.402	0.0543
T0015,T0019	C039	90.550	0.0711
T0015,T0019	C040	88.672	0.0642
T0015,T0019	C041	101.305	0.0587
T0015,T0019	C042	84.500	0.0452
T0015,T0019	C043	77.111	0.1080
T0015,T0019	C044	102.882	0.0846
T0015,T0019	C045	82.778	0.1049
T0015,T0019	C046	88.663	0.1004
T0015,T0019	C047	109.756	0.0717
T0015,T0019	C048	100.228	0.0542
T0015,T0019	C049	105.445	0.0368
T0015,T0019	C050	96.509	0.0639
T0015,T0019	C051	76.970	0.0737
T0015,T0019	C052	114.410	0.0337
T0015,T0019	C053	92.086	0.0765
T0015,T0019	C054	87.153	0.0992
T0015,T0019	C055	91.663	0.0794
T0015,T0019	C056	108.011	0.0474
T0015,T0019	C057	108.595	0.0649
T0015,T0019	C058	103.877	0.0516
T0015,T0019	C059	93.189	0.1185
T0015,T0019	C060	96.336	0.0825
T0015,T0019	C061	91.807	0.0844
T0015,T0019	C062	97.884	0.0886
T0015,T0019	C063	98.932	0.0814
T0015,T0019	C064	108.536	0.0801
T0015,T0019	C065	99.193	0.0717
T0015,T0019	C066	98.680	0.0761
T0015,T0019	C067	82.846	0.0712
T0015,T0019	C068	86.660	0.1137
T0015,T0019	C069	88.697	0.0307
T0015,T0020	C000	95.257	0.0826
T0015,T0020	C001	77.078	0.0609
T0015,T0020	C002	81.981	0.0567
T0015,T0020	C003	110.732	0.0581
T0015,T0020	C004	91.340	0.0647
T0015,T0020	C005	108.268	0.0621
T0015,T0020	C006	108.166	0.0790
T0015,T0020	C007	89.111	0.0609
T0015,T0020	C008	85.919	0.0594
T0015,T0020	C009	87.463	0.0705
T0015,T0020	C010	88.783	0.0819
T0015,T0020	C011	80.510	0.1026
T0015,T0020	C012	81.806	0.1038
T0015,T0020	C013	105.238	0.0868
T0015,T0020	C014	89.855	0.0948
T0015,T0020	C015	97.346	0.0529
T0015,T0020	C016	99.210	0.1240
T0015,T0020	C017	112.326	0.1062
T0015,T0020	C018	84.107	0.0431
T0015,T0020	C019	105.887	0.0529
T0015,T0020	C020	100.787	0.0796
T0015,T0020	C021	83.059	0.1023
T0015,T0020	C022	95.686	0.0540
T0015,T0020	C023	85.814	0.0878
T0015,T0020	C024	102.559	0.0717
T0015,T0020	C025	109.672	0.0682
T0015,T0020	C026	113.882	0.0506
T0015,T0020	C027	87.354	0.0456
T0015,T0020	C028	96.134	0.0735
T0015,T0020	C029	103.358	0.0364
T0015,T0020	C030	86.144	0.0699
T0015,T0020	C031	92.850	0.0664
T0015,T0020	C032	91.738	0.0861
T0015,T0020	C033	92.842	0.0506
T0015,T0020	C034	100.442	0.0435
T0015,T0020	C035	99.292	0.0318
T0015,T0020	C036	95.031	0.0471
T0015,T0020	C037	96.558	0.0542
T0015,T0020	C038	102.677	0.1114
T0015,T0020	C039	92.614	0.0626
T0015,T0020	C040	88.659	0.0562
T0015,T0020	C041	98.640	0.0394
T0015,T0020	C042	83.909	0.1106
T0015,T0020	C043	86.111	0.0856
T0015,T0020	C044	92.344	0.0974
T0015,T0020	C045	97.603	0.1349
T0015,T0020	C046	90.222	0.1149
T0015,T0020	C047	106.657	0.0690
T0015,T0020	C048	93.989	0.1102
T0015,T0020	C049	98.231	0.0480
T0015,T0020	C050	104.069	0.0877
T0015,T0020	C051	98.900	0.0842
T0015,T0020	C052	91.536	0.0607
T0015,T0020	C053	100.169	0.0535
T0015,T0020	C054	80.222	0.1323
T0015,T0020	C055	84.125	0.1123
T0015,T0020	C056	103.859	0.0591
T0015,T0020	C057	105.899	0.0770
T0015,T0020	C058	83.631	0.0827
T0015,T0020	C059	103.535	0.0769
T0015,T0020	C060	90.828	0.1127
T0015,T0020	C061	93.556	0.0569
T0015,T0020	C062	90.328	0.0496
T0015,T0020	C063	85.974	0.0751
T0015,T0020	C064	105.254	0.0692
T0015,T0020	C065	83.347	0.1126
T0015,T0020	C066	92.171	0.0759
T0015,T0020	C067	88.533	0.0907
T0015,T0020	C068	86.198	0.0660
T0015,T0020	C069	92.154	0.0539
T0015,T0021	C000	72.603	0.0833
T0015,T0021	C001	70.754	0.1142
T0015,T0021	C002	78.254	0.0684
T0015,T0021	C003	75.384	0.0524
T0015,T0021	C004	75.892	0.0943
T0015,T0021	C005	89.622	0.0619
T0015,T0021	C006	100.257	0.0367
T0015,T0021	C007	94.061	0.1018
T0015,T0021	C008	83.197	0.0992
T0015,T0021	C009	71.734	0.0591
T0015,T0021	C010	69.609	0.0889
T0015,T0021	C011	66.120	0.1132
T0015,T0021	C012	71.202	0.1339
T0015,T0021	C013	75.017	0.0637
T0015,T0021	C014	69.401	0.1027
T0015,T0021	C015	93.346	0.0572
T0015,T0021	C016	95.072	0.0419
T0015,T0021	C017	88.980	0.0612
T0015,T0021	C018	78.100	0.0774
T0015,T0021	C019	84.011	0.0485
T0015,T0021	C020	71.797	0.0762
T0015,T0021	C021	78.118	0.1141
T0015,T0021	C022	72.188	0.0998
T0015,T0021	C023	83.665	0.0569
T0015,T0021	C024	84.209	0.0954
T0015,T0021	C025	88.692	0.1338
T0015,T0021	C026	83.125	0.0668
T0015,T0021	C027	76.131	0.0788
T0015,T0021	C028	75.726	0.1035
T0015,T0021	C029	75.399	0.0914
T0015,T0021	C030	78.268	0.0642
T0015,T0021	C031	88.860	0.1303
T0015,T0021	C032	75.856	0.0435
T0015,T0021	C033	84.344	0.0416
T0015,T0021	C034	62.816	0.0615
T0015,T0021	C035	81.074	0.0850
T0015,T0021	C036	70.193	0.0793
T0015,T0021	C037	75.607	0.0848
T0015,T0021	C038	77.484	0.0667
T0015,T0021	C039	74.100	0.0783
T0015,T0021	C040	80.385	0.0675
T0015,T0021	C041	84.201	0.1085
T0015,T0021	C042	83.163	0.0693
T0015,T0021	C043	76.419	0.1218
T0015,T0021	C044	88.699	0.1096
T0015,T0021	C045	84.203	0.0997
T0015,T0021	C046	79.078	0.0686
T0015,T0021	C047	76.095	0.1063
T0015,T0021	C048	70.942	0.0757
T0015,T0021	C049	91.993	0.0500
T0015,T0021	C050	73.676	0.1178
T0015,T0021	C051	85.596	0.0637
T0015,T0021	C052	82.760	0.0683
T0015,T0021	C053	99.668	0.0388
T0015,T0021	C054	85.136	0.0829
T0015,T0021	C055	81.667	0.1033
T0015,T0021	C056	98.408	0.0586
T0015,T0021	C057	80.703	0.0780
T0015,T0021	C058	82.357	0.0459
T0015,T0021	C059	84.043	0.0673
T0015,T0021	C060	94.837	0.0654
T0015,T0021	C061	84.503	0.0758
T0015,T0021	C062	67.310	0.0900
T0015,T0021	C063	79.172	0.0979
T0015,T0021	C064	86.358	0.0773
T0015,T0021	C065	73.968	0.1142
T0015,T0021	C066	83.738	0.1411
T0015,T0021	C067	71.626	0.0883
T0015,T0021	C068	93.111	0.1334
T0015,T0021	C069	97.456	0.0662
T0015,T0022	C000	71.489	0.0936
T0015,T0022	C001	88.024	0.0730
T0015,T0022	C002	91.310	0.0674
T0015,T0022	C003	100.987	0.0813
T0015,T0022	C004	94.959	0.0589
T0015,T0022	C005	78.045	0.1198
T0015,T0022	C006	97.910	0.0592
T0015,T0022	C007	95.246	0.0894
T0015,T0022	C008	82.919	0.0623
T0015,T0022	C009	86.030	0.0721
T0015,T0022	C010	83.439	0.0835
T0015,T0022	C011	85.583	0.0573
T0015,T0022	C012	103.029	0.0794
T0015,T0022	C013	91.974	0.0902
T0015,T0022	C014	90.243	0.0810
T0015,T0022	C015	94.205	0.0373
T0015,T0022	C016	86.368	0.0776
T0015,T0022	C017	95.361	0.0373
T0015,T0022	C018	87.754	0.0296
T0015,T0022	C019	98.358	0.0890
T0015,T0022	C020	91.509	0.0337
T0015,T0022	C021	84.431	0.1031
T0015,T0022	C022	96.677	0.0663
T0015,T0022	C023	95.844	0.0941
T0015,T0022	C024	99.623	0.0659
T0015,T0022	C025	84.642	0.0615
T0015,T0022	C026	102.160	0.0735
T0015,T0022	C027	81.654	0.0762
T0015,T0022	C028	94.903	0.0525
T0015,T0022	C029	101.600	0.0741
T0015,T0022	C030	75.957	0.0583
T0015,T0022	C031	90.091	0.1346
T0015,T0022	C032	83.823	0.0795
T0015,T0022	C033	94.317	0.0503
T0015,T0022	C034	76.081	0.0793
T0015,T0022	C035	87.576	0.0388
T0015,T0022	C036	73.884	0.0999
T0015,T0022	C037	90.571	0.0524
T0015,T0022	C038	96.615	0.0504
T0015,T0022	C039	80.132	0.0730
T0015,T0022	C040	88.401	0.0458
T0015,T0022	C041	105.874	0.0612
T0015,T0022	C042	95.616	0.0536
T0015,T0022	C043	83.385	0.1098
T0015,T0022	C044	81.017	0.0862
T0015,T0022	C045	79.636	0.0671
T0015,T0022	C046	89.487	0.0387
T0015,T0022	C047	84.205	0.0710
T0015,T0022	C048	81.711	0.0999
T0015,T0022	C049	93.513	0.1032
T0015,T0022	C050	78.572	0.0886
T0015,T0022	C051	79.061	0.1456
T0015,T0022	C052	84.972	0.0842
T0015,T0022	C053	100.269	0.0780
T0015,T0022	C054	84.283	0.1018
T0015,T0022	C055	94.084	0.0586
T0015,T0022	C056	100.787	0.1017
T0015,T0022	C057	90.537	0.0693
T0015,T0022	C058	84.229	0.0625
T0015,T0022	C059	97.300	0.0589
T0015,T0022	C060	101.518	0.0691
T0015,T0022	C061	90.746	0.0761
T0015,T0022	C062	82.042	0.0598
T0015,T0022	C063	84.397	0.0882
T0015,T0022	C064	99.067	0.0419
T0015,T0022	C065	82.215	0.1145
T0015,T0022	C066	91.663	0.0823
T0015,T0022	C067	77.924	0.0893
T0015,T0022	C068	112.275	0.0359
T0015,T0022	C069	88.180	0.0414
T0015,T0023	C000	84.681	0.0620
T0015,T0023	C001	70.723	0.0816
T0015,T0023	C002	93.810	0.0317
T0015,T0023	C003	103.649	0.0938
T0015,T0023	C004	70.826	0.0839
T0015,T0023	C005	96.048	0.0686
T0015,T0023	C006	93.112	0.0509
T0015,T0023	C007	87.992	0.0808
T0015,T0023	C008	87.755	0.0383
T0015,T0023	C009	78.118	0.0815
T0015,T0023	C010	85.379	0.0619
T0015,T0023	C011	89.895	0.0490
T0015,T0023	C012	93.877	0.0897
T0015,T0023	C013	76.652	0.1076
T0015,T0023	C014	89.872	0.0471
T0015,T0023	C015	93.428	0.0860
T0015,T0023	C016	80.759	0.0854
T0015,T0023	C017	98.017	0.0659
T0015,T0023	C018	97.078	0.0363
T0015,T0023	C019	91.473	0.0314
T0015,T0023	C020	92.170	0.0482
T0015,T0023	C021	95.273	0.0765
T0015,T0023	C022	102.941	0.0856
T0015,T0023	C023	91.795	0.0961
T0015,T0023	C024	113.278	0.0842
T0015,T0023	C025	93.223	0.1041
T0015,T0023	C026	84.815	0.0698
T0015,T0023	C027	104.055	0.0475
T0015,T0023	C028	95.253	0.0911
T0015,T0023	C029	99.911	0.0433
T0015,T0023	C030	89.336	0.0994
T0015,T0023	C031	95.663	0.0468
T0015,T0023	C032	93.201	0.0972
T0015,T0023	C033	71.022	0.0489
T0015,T0023	C034	84.017	0.0805
T0015,T0023	C035	96.079	0.0805
T0015,T0023	C036	83.929	0.0949
T0015,T0023	C037	93.538	0.0943
T0015,T0023	C038	98.247	0.0660
T0015,T0023	C039	84.937	0.0366
T0015,T0023	C040	99.461	0.0421
T0015,T0023	C041	72.699	0.0400
T0015,T0023	C042	82.994	0.0715
T0015,T0023	C043	76.924	0.0769
T0015,T0023	C044	98.717	0.0621
T0015,T0023	C045	85.968	0.1036
T0015,T0023	C046	84.956	0.1026
T0015,T0023	C047	90.924	0.0877
T0015,T0023	C048	84.737	0.0625
T0015,T0023	C049	101.008	0.0669
T0015,T0023	C050	90.249	0.0502
T0015,T0023	C051	96.151	0.0975
T0015,T0023	C052	100.536	0.0539
T0015,T0023	C053	98.594	0.0361
T0015,T0023	C054	103.371	0.1005
T0015,T0023	C055	86.899	0.1256
T0015,T0023	C056	93.203	0.0701
T0015,T0023	C057	96.757	0.0753
T0015,T0023	C058	95.883	0.0689
T0015,T0023	C059	91.218	0.0393
T0015,T0023	C060	83.036	0.0669
T0015,T0023	C061	97.111	0.1279
T0015,T0023	C062	92.511	0.0612
T0015,T0023	C063	88.411	0.0940
T0015,T0023	C064	104.988	0.0523
T0015,T0023	C065	88.236	0.0456
T0015,T0023	C066	89.678	0.0878
T0015,T0023	C067	84.369	0.0546
T0015,T0023	C068	92.404	0.0778
T0015,T0023	C069	92.136	0.0404
T0015,T0024	C000	96.342	0.0741
T0015,T0024	C001	82.580	0.0833
T0015,T0024	C002	82.325	0.0645
T0015,T0024	C003	88.939	0.0824
T0015,T0024	C004	96.061	0.0321
T0015,T0024	C005	91.356	0.0894
T0015,T0024	C006	87.168	0.0387
T0015,T0024	C007	90.141	0.0903
T0015,T0024	C008	81.301	0.0536
T0015,T0024	C009	80.645	0.1094
T0015,T0024	C010	83.824	0.0525
T0015,T0024	C011	80.100	0.0654
T0015,T0024	C012	93.916	0.1126
T0015,T0024	C013	89.467	0.0582
T0015,T0024	C014	74.770	0.0935
T0015,T0024	C015	106.660	0.0902
T0015,T0024	C016	81.934	0.0842
T0015,T0024	C017	100.478	0.0862
T0015,T0024	C018	90.001	0.0651
T0015,T0024	C019	95.492	0.0790
T0015,T0024	C020	90.650	0.0977
T0015,T0024	C021	89.823	0.0626
T0015,T0024	C022	97.096	0.0891
T0015,T0024	C023	80.363	0.0659
T0015,T0024	C024	92.897	0.1149
T0015,T0024	C025	99.094	0.0660
T0015,T0024	C026	90.897	0.0666
T0015,T0024	C027	84.051	0.1074
T0015,T0024	C028	78.677	0.0677
T0015,T0024	C029	91.068	0.0656
T0015,T0024	C030	75.363	0.0870
T0015,T0024	C031	67.475	0.0725
T0015,T0024	C032	83.778	0.0703
T0015,T0024	C033	81.264	0.0520
T0015,T0024	C034	77.562	0.0736
T0015,T0024	C035	91.744	0.0809
T0015,T0024	C036	76.904	0.0624
T0015,T0024	C037	71.572	0.1020
T0015,T0024	C038	90.625	0.0866
T0015,T0024	C039	98.150	0.0861
T0015,T0024	C040	85.362	0.0683
T0015,T0024	C041	89.847	0.1051
T0015,T0024	C042	83.598	0.1109
T0015,T0024	C043	83.159	0.1462
T0015,T0024	C044	90.790	0.0927
T0015,T0024	C045	75.621	0.1097
T0015,T0024	C046	77.272	0.0825
T0015,T0024	C047	87.841	0.1252
T0015,T0024	C048	81.020	0.0572
T0015,T0024	C049	95.461	0.0787
T0015,T0024	C050	78.654	0.0656
T0015,T0024	C051	88.173	0.0762
T0015,T0024	C052	85.144	0.0494
T0015,T0024	C053	98.029	0.0363
T0015,T0024	C054	80.723	0.1261
T0015,T0024	C055	88.138	0.0704
T0015,T0024	C056	80.623	0.0699
T0015,T0024	C057	79.694	0.0585
T0015,T0024	C058	93.669	0.0805
T0015,T0024	C059	100.863	0.1129
T0015,T0024	C060	86.755	0.1329
T0015,T0024	C061	83.190	0.0706
T0015,T0024	C062	64.372	0.0991
T0015,T0024	C063	86.363	0.1242
T0015,T0024	C064	94.008	0.0678
T0015,T0024	C065	79.914	0.0617
T0015,T0024	C066	102.721	0.0412
T0015,T0024	C067	75.945	0.0767
T0015,T0024	C068	87.110	0.0570
T0015,T0024	C069	91.071	0.0308
T0015,T0025	C000	87.436	0.0746
T0015,T0025	C001	80.906	0.1025
T0015,T0025	C002	84.294	0.0850
T0015,T0025	C003	93.178	0.1380
T0015,T0025	C004	83.033	0.0804
T0015,T0025	C005	80.875	0.0425
T0015,T0025	C006	90.851	0.0642
T0015,T0025	C007	103.463	0.0467
T0015,T0025	C008	82.040	0.0780
T0015,T0025	C009	87.983	0.0860
T0015,T0025	C010	87.831	0.0606
T0015,T0025	C011	72.753	0.1032
T0015,T0025	C012	90.142	0.0960
T0015,T0025	C013	96.159	0.0809
T0015,T0025	C014	92.893	0.0883
T0015,T0025	C015	97.246	0.0914
T0015,T0025	C016	83.384	0.0863
T0015,T0025	C017	102.880	0.0680
T0015,T0025	C018	93.307	0.0778
T0015,T0025	C019	78.085	0.0897
T0015,T0025	C020	93.280	0.0897
T0015,T0025	C021	92.588	0.1000
T0015,T0025	C022	94.501	0.0771
T0015,T0025	C023	91.100	0.1084
T0015,T0025	C024	88.989	0.0679
T0015,T0025	C025	97.989	0.0775
T0015,T0025	C026	91.479	0.0949
T0015,T0025	C027	86.877	0.0505
T0015,T0025	C028	94.004	0.0770
T0015,T0025	C029	80.616	0.0562
T0015,T0025	C030	89.836	0.0363
T0015,T0025	C031	75.110	0.1190
T0015,T0025	C032	85.952	0.0407
T0015,T0025	C033	77.062	0.0543
T0015,T0025	C034	75.545	0.0754
